0.866025404,0.666130924,-0.864337414,0.658183318,-0.838156833,0.526012953,-0.162717466,0.521333047,-0.979855591,0.127251314,0.93179079,0.909560486,-0.538156402,0.23745371,0.996894472
0.408576233,-0.83950081,0.846004392,0.567291673,-0.410321017,-0.845406973,0.825640575,0.457572981,-0.921113467,0.879655614,0.906204263,0.831309921,-0.872311983,0.718947911,-0.981027119
0.959036185,0.967059387,-0.205497444,0.275988317,0.98669788,0.996509251,-0.021931265,0.990520842,0.089220168,0.846943238,0.991784635,0.998668053,-0.008368773,-0.052558326,-0.324264114
0.128336691,0.692127947,-0.934615165,0.916791644,-0.499319795,-0.999990867,5.73837E-05,0.999999935,6.12601E-07,1,6.98165E-11,1,-2.4503E-16,-1.53957E-15,-9.67338E-15
0.392346819,-0.779828273,0.982488862,0.993953273,-0.037983564,0.971656151,-0.177149766,0.441914289,-0.853857241,0.607217856,-0.531433435,-0.980559776,0.121843023,0.692942517,-0.936423221
0.943352605,0.937324189,-0.383703763,-0.744700198,0.999445618,0.999993933,-3.81177E-05,0.999999971,2.70306E-07,1,1.35931E-11,1,-2.4503E-16,-1.53957E-15,-9.67338E-15
0.177025154,0.442616511,0.352789946,-0.601876083,0.597280709,-0.818941209,0.907639539,0.836288395,0.999612192,0.999997031,2.79792E-05,0.999999985,-9.70913E-08,-6.10042E-07,-3.83301E-06
0.527912629,-0.984660268,0.096233225,0.822700441,-0.897472801,0.799582038,-0.951864755,0.954611783,0.414846292,-0.860250004,-0.967994501,0.979848151,-0.126279747,-0.712769626,0.972764007
0.996157685,0.999708597,-0.00183094,0.999933828,-0.00041577,0.999996588,-2.14395E-05,0.999999991,8.5513E-08,1,1.36106E-12,1,-2.4503E-16,-1.53957E-15,-9.67338E-15
0.012070695,0.997125343,-0.018061023,0.993567966,-0.040402659,0.967950881,-0.200012379,0.308943021,0.227854134,0.138697996,0.965458616,0.976541305,-0.146862206,-0.797272134,0.95621302
0.037912118,0.971762175,-0.176494098,0.445606122,0.335152243,-0.509864544,0.061941079,0.925217742,0.6478862,-0.598477972,0.599329546,-0.811485906,0.926299122,-0.446702507,-0.32865397
0.118823031,0.734010954,-0.994957922,0.999498221,-0.003152766,0.9998038,-0.00123276,0.999970003,0.00028272,0.999998422,1.48701E-05,0.999999996,-2.74243E-08,-1.72312E-07,-1.08267E-06
